CONF_PARAM_DEC_ID;CONF_PARAM_TYPE;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
223;CONFIG;Number of depth zones.;CONFIG_<short_sensor_name><cycle_phase_name>NumberOfDepthZone_NUMBER;Number of depth zones defined for the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
224;CONFIG;Start pressure to define the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>StartPres_dbar;Start pressure to define the depth zone  #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
225;CONFIG;Stop pressure to define the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>StopPres_dbar;Stop pressure to define the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
226;CONFIG;Sampling period for the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>SamplingPeriod_dbar;Sampling period for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
227;CONFIG;Power acquisition mode for the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>PowerAcquisitionMode_NUMBER;Power acquisition mode for the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
228;CONFIG;Number of additional raw data sampled in the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>RawDataAcquisition_NUMBER;Number of additional raw data sampled in the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
229;CONFIG;Number of subsamplings for data sampled in the depth zone.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>NumberOfSubSampling_NUMBER;Number of subsamplings of the data sampled in the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
230;CONFIG;Data processing mode of the concerned subsampling.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>SubSampling<SubS>DataProcessingMode_NUMBER;Data processing mode for the subsampling #<SubS> of the data sampled in the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
231;CONFIG;Data processing rate of the concerned subsampling.;CONFIG_<short_sensor_name><cycle_phase_name>DepthZone<N>SubSampling<SubS>DataProcessingRate_NUMBER;Data processing rate for the subsampling #<SubS> of the data sampled in the depth zone #<N> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
232;CONFIG;Number of sampling schemes.;CONFIG_<short_sensor_name><cycle_phase_name>NumberOfSamplingScheme_NUMBER;Number of sampling schemes defined for the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
233;CONFIG;Start time of the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>StartTime_seconds;Start time to define the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
234;CONFIG;Stop time of the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>StopTime_seconds;Stop time to define the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
235;CONFIG;Sampling period of the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>SamplingPeriod_seconds;Sampling period of the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
236;CONFIG;Power acquisition mode of the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>PowerAcquisitionMode_NUMBER;Power acquisition mode for the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
237;CONFIG;Number of additional raw data sampled for the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>RawDataAcquisition_NUMBER;Number of additional raw data sampled within the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
238;CONFIG;Number of subsamplings for data sampled with the sampling scheme.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>NumberOfSubSampling_NUMBER;Number of subsamplings of the data sampled within the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
239;CONFIG;Data processing mode of the concerned subsampling.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>SubSampling<SubS>DataProcessingMode_NUMBER;Data processing mode for the subsampling #<SubS> of the data sampled within the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
240;CONFIG;Data processing rate of the concerned subsampling.;CONFIG_<short_sensor_name><cycle_phase_name>SamplingScheme<S>SubSampling<SubS>DataProcessingRate_NUMBER;Data processing rate for the subsampling #<SubS> of the data sampled within the sampling scheme #<S> of the <short_sensor_name> sensor while sampling during the <cycle_phase_name> phase of the cycle.
116003;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaApfFrameOutputPixelBegin_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
116004;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaApfFrameOutputPixelEnd_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
113002;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaAngle_angularDeg;Angle of Beta measurements  (in degrees) 
133011;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaBandwidth1_nm;Bandwidth of EcoBeta  #1measurements (in nanometer).
133010;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaWavelength1_nm;Wavelength of Eco Beta  #1 measurements (in nanometer).
123103;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Cdom fluorescence measurements (in nanometer)
123101;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Cdom fluorescence measurements (in nanometer)
123102;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Cdom fluorescence measurements (in nanometer)
123100;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Cdom fluorescence measurements (in nanometer)
123003;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoChlaFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Chla fluorescence measurements (in nanometer)
123001;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoChlaFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Chla fluorescence measurements (in nanometer)
123002;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoChlaFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Chla fluorescence measurements (in nanometer)
123000;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoChlaFluorescenceExcitationWavelength_nm;Wavelength of Eco for excitation of Chla fluorescence measurements (in nanometer)
113000;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
132013;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrBandwidth1_nm;Bandwidth of Ocr DownIrr #1 measurements (in nanometer).
132023;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrBandwidth2_nm;Bandwidth of Ocr DownIrr #2 measurements (in nanometer).
132033;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrBandwidth3_nm;Bandwidth of Ocr DownIrr #3 measurements (in nanometer).
132012;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrWavelength1_nm;Wavelength of Ocr DownIrr #1measurements (in nanometer).
132022;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrWavelength2_nm;Wavelength of Ocr DownIrr #2 measurements (in nanometer).
132032;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrDownIrrWavelength3_nm;Wavelength of Ocr DownIrr #3 measurements (in nanometer).
112000;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OcrVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
111000;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OptodeVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
111007;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OptodeMeasurementsInAir_LOGICAL;Sensors can be mounted on a stick to perform measurements in Air. Values: Yes = 1, No = 0
111008;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_OptodeTimePressureOffset_seconds;Time interval between  optode and pressure measurements due to the fact that the optode answer is not simultaneous with the CTD/pressure answer
116000;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaVerticalPressureOffset_dbar;vertical pressure offset due to the fact that the sensor is not exactly at the Ctd pressure
116005;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaWithScoop_LOGICAL;Suna with scoop which redirects flow through Suna optics
