CONF_PARAM_DEC_ID;CONF_PARAM_TYPE;CONF_PARAM_MSG_LABEL;CONF_PARAM_NAME;CONF_PARAM_DESCRIPTION
1251;CONFIG_AUX;Surface - Sampling period / in-air measurements (s);CONFIG_AUX_<short_sensor_name>InAirMeasurementSamplingPeriod_seconds;"Sampling period for the <short_sensor_name> sensor during the ""in air measurement"" phase."
188;CONFIG;Pression de « cut-off » (dbar);CONFIG_CTDPumpStopPressure_dbar;The pressure at which the CTD pump is switched off.  As the float ascends, the code looks at the pressure and if <= CONFIG_CTDPumpStopPressure, the CTD is turned off. CTDPumpStopPressure is a firmware threshold and as such, data may continue to be collected for a limited span after the threshold is recognized. Especially in floats that return high resolution discrete data, there might be data collected shallower than the cut off, due to the discrete nature of the pressure data and also due to the time necessary for the firmware to turn off the CTD once the pressure threshold is reached. For example for SOLOII floats the CTD is switched off at 1dbar, and typically the shallowest data is from 0.5 to 0.8 dbar. This shallow data should be carefully assessed for its validity.
243;CONFIG_AUX;Enable/disable fast sampling period (1 Hz);CONFIG_AUX_CTDFastSampling_LOGICAL;Configure CTD to 1 Hz sampling instead of 0.5 Hz usual one.
252;CONFIG_AUX;Zone 1 - Configuration file;CONFIG_AUX_UvpDepthZone<N>Configuration_NUMBER;Number of  the UVP sensor configuration for the DepthZone<N>. The configuration is defined by UVP_ACQ_CONF_XX_PARAMETERS, where XX is the configuration number.
253;CONFIG_AUX;Parking depth drift - Configuration file;CONFIG_AUX_UvpParkDriftPhaseConfiguration_NUMBER;Number of  the UVP sensor configuration for the park drift phase. The configuration is defined by UVP_ACQ_CONF_XX_PARAMETERS, where XX is the configuration number.
254;CONFIG_AUX;Parking depth drift – Image count for average;CONFIG_AUX_UvpParkDriftPhaseNumberAveragedImages_NUMBER;Number of averaged images by the UVP sensor for the park drift phase.
255;CONFIG_AUX;Parking depth drift – Sampling period (s);CONFIG_AUX_UvpParkDriftPhaseSamplingPeriod_seconds;Sampling period of the UVP during the park drift phase (in seconds).
271;CONFIG_AUX;Spectrum pixel begin;CONFIG_AUX_RamsesAccOutputPixelBegin_NUMBER;Pixel start: index of the first wavelength transmitted in full resolution. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
272;CONFIG_AUX;Spectrum pixel end;CONFIG_AUX_RamsesAccOutputPixelEnd_NUMBER;Pixel end: index of the last wavelength transmitted in binned resolution. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
273;CONFIG_AUX;Spectrum binning;CONFIG_AUX_RamsesAccOutputBinningSize_NUMBER;Binning size: number of wavelengths averaged in binned resolution subset of the spectrum. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
256;CONFIG_AUX;Spectrum pixel begin;CONFIG_AUX_OpusOutputPixelBegin_NUMBER;Pixel start: index of the first wavelength transmitted in full resolution. The size of the transmitted OPUS spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
257;CONFIG_AUX;Spectrum pixel pivot;CONFIG_AUX_OpusOutputPixePivot_NUMBER;Pixel pivot: index of the last wavelength transmitted in full resolution. The binned resolution subset starts at Pixel pivot+1. The size of the transmitted OPUS spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
258;CONFIG_AUX;Spectrum pixel end;CONFIG_AUX_OpusOutputPixelEnd_NUMBER;Pixel end: index of the last wavelength transmitted in binned resolution. The size of the transmitted OPUS spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
259;CONFIG_AUX;Spectrum binning;CONFIG_AUX_OpusOutputBinningSize_NUMBER;Binning size: number of wavelengths averaged in binned resolution subset of the spectrum. The size of the transmitted OPUS spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
260;CONFIG_AUX;Zone 1 - Acquisition mode;CONFIG_AUX_OpusDepthZone<N>AcquisitionMode_NUMBER;OPUS acquisition mode can either be 'calibrated' (configuration value = 2) or 'raw' (configuration value = 4) during descent or ascent phases. In 'calibrated' mode, Light spectra are corrected for Dark and Sensor Temperature onboard the OPUS and recorded as 'calibrated' LGT spectra. In 'raw' mode, raw Light spectra are recorded as 'raw' LGT spectra. In 'raw' mode, Dark spectra are taken separately and recorded as BLK with mean and standard deviation between Pixel Start and Pixel Pivot. During Parking and Surface phases, light spectra are recorded in 'raw' mode.
261;CONFIG_AUX;Zone 1 - Dark subsampling;CONFIG_AUX_OpusDepthZone<N>DarkSubsampling_NUMBER;During descent and ascent phases, in case of 'raw' light spectrum acquisition mode, an additional raw dark spectrum is acquired automatically with successive spectrum acquisitions. The measurement interval 'DarkSubsampling' is selected by the user independently for each zone. 0 means no raw dark spectrum BLK is acquired. 1-200 means a raw dark spectrum BLK is acquired every 1 to 200 LGT spectrum acquisitions. During Parking and Surface phases, a raw dark spectrum is acquired before each raw light spectrum acquisition.
278;CONFIG_AUX;Warm-up time (s);CONFIG_AUX_HydrocWarmUpTime_seconds;Duration of the sensor Warm-up phase
279;CONFIG_AUX;Zero time (s);CONFIG_AUX_HydrocZeroTime_seconds;Duration of the sensor Zero phase
280;CONFIG_AUX;Flush time (s);CONFIG_AUX_HydrocFlushTime_seconds;Duration of the sensor Flush phase
281;CONFIG_AUX;Warm-up filter (s);CONFIG_AUX_HydrocWarmUpFilter_seconds;Data bin duration over which data during Warm-up phase are averaged
282;CONFIG_AUX;Zero filter (s);CONFIG_AUX_HydrocZeroFilter_seconds;Data bin duration over which data during Zero phase are averaged
283;CONFIG_AUX;Flush filter (s);CONFIG_AUX_HydrocFlushFilter_seconds;Data bin duration over which data during Flush phase are averaged
201;CONFIG_AUX;Spectrum pixel begin;CONFIG_AUX_RamsesArcOutputPixelBegin_NUMBER;Pixel start: index of the first wavelength transmitted in full resolution. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
202;CONFIG_AUX;Spectrum pixel end;CONFIG_AUX_RamsesArcOutputPixelEnd_NUMBER;Pixel end: index of the last wavelength transmitted in binned resolution. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
203;CONFIG_AUX;Spectrum binning;CONFIG_AUX_RamsesArcOutputBinningSize_NUMBER;Binning size: number of wavelengths averaged in binned resolution subset of the spectrum. The size of the transmitted RAMSES spectrum can be adapted by the user according to his need. It is possible to select the transmitted spectrum and also to extend it with a binned resolution subset for higher wavelengths.
244;CONFIG_AUX;Enable/disable sub-surface duration optimization;CONFIG_AUX_ReduceSubSurfacePhase_LOGICAL;If there is no need to reach the surface (cycle with no transmission phase), the float can start a new descent phase as soon as the 2 dbar thresold is reached (instead of waiting 10 minutes after the crossing of the CONFIG_AscentEndThreshold_dbar threshold).
245;CONFIG_AUX;Enable/disable sub-surface brake action;CONFIG_AUX_BrakeAtSubSurface_LOGICAL;If there is no need to reach the surface (cycle with no transmission phase), the float can brake after the crossing of the CONFIG_AscentEndThreshold_dbar threshold and start a new descent phase.
246;CONFIG_AUX;Enable/disable the pressure activation;CONFIG_AUX_PressureActivation_LOGICAL;Use the pressure activation feature.
247;CONFIG;Pressure threshold for mission activation (dbar);CONFIG_PressureActivation_dbar;depth at which float is set to pressure activate
248;CONFIG_AUX;Maximum duration of the pressure test (s);CONFIG_AUX_PressureActivationTimeout_seconds;The pressure activation phase starts after the first successfull auto-test and ends (with the start of the float mission) at the end of the CONFIG_AUX_PressureActivationTimeout_seconds period. During this phase the float checks the external pressure and can start its mission as soon as a CONFIG_PressureActivation_dbar pressure is measured.
189;CONFIG_AUX;first calibration point raw value;CONFIG_AUX_BatteryValueFirstCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the first calibration point.
190;CONFIG_AUX;second calibration point raw value;CONFIG_AUX_BatteryValueSecondCalibrationPoint_COUNT;Count to volt conversion for battery measurements: counts measurement for the second calibration point.
191;CONFIG_AUX;first calibration point physical value;CONFIG_AUX_BatteryValueFirstCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the first calibration point.
192;CONFIG_AUX;second calibration point physical value;CONFIG_AUX_BatteryValueSecondCalibrationPoint_volts;Count to volt conversion for battery measurements: volts measurement for the second calibration point.
193;CONFIG_AUX;first calibration point raw value;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the first calibration point.
194;CONFIG_AUX;second calibration point raw value;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_COUNT;Count to mbar conversion for internal pressure measurements: counts measurement for the second calibration point.
195;CONFIG_AUX;first calibration point physical value;CONFIG_AUX_InternalPressureValueFirstCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the first calibration point.
196;CONFIG_AUX;second calibration point physical value;CONFIG_AUX_InternalPressureValueSecondCalibrationPoint_mbar;Count to mbar conversion for internal pressure measurements: mbar measurement for the second calibration point.
309;META_AUX;serial port number;META_AUX_CTD_SERIAL_PORT_NUMBER;Serial port number used by the CTD sensor.
313;META_AUX;serial port number;META_AUX_DO_SERIAL_PORT_NUMBER;Serial port number used by the DO sensor.
314;META_AUX;serial port number;META_AUX_OCR_SERIAL_PORT_NUMBER;Serial port number used by the OCR sensor.
315;META_AUX;serial port number;META_AUX_ECO_SERIAL_PORT_NUMBER;Serial port number used by the ECO sensor.
330;META_AUX;serial port number;META_AUX_SFET_SERIAL_PORT_NUMBER;Serial port number used by the SFET sensor.
331;META_AUX;serial port number;META_AUX_CROVER_SERIAL_PORT_NUMBER;Serial port number used by the CROVER sensor.
332;META_AUX;serial port number;META_AUX_SUNA_SERIAL_PORT_NUMBER;Serial port number used by the SUNA sensor.
316;META_AUX;serial port number;META_AUX_UVP_SERIAL_PORT_NUMBER;Serial port number used by the UVP sensor.
333;META_AUX;serial port number;META_AUX_OPUS_SERIAL_PORT_NUMBER;Serial port number used by the OPUS sensor.
339;META_AUX;serial port number;META_AUX_RAMSES_SERIAL_PORT_NUMBER;Serial port number used by the RAMSES sensor.
340;META_AUX;serial port number;META_AUX_MPE_SERIAL_PORT_NUMBER;Serial port number used by the MPE sensor.
350;META_AUX;serial port number;META_AUX_HYDROC_SERIAL_PORT_NUMBER;Serial port number used by the HYDROC sensor.
354;CONFIG_AUX;Orientation mode (0= horizontal, 1=vertical);CONFIG_AUX_ImuOrientationMode_NUMBER;Orientation mode of the IMU sensor (0= horizontal, 1=vertical).
355;CONFIG_AUX;Acquisition mode (0=raw, 1=tilt+heading);CONFIG_AUX_ImuAcquisitionMode_NUMBER;Acquisition mode of the IMU sensor (0=raw, 1=tilt+heading).
317;META_AUX;CID=xxxxxxxxxxxx;META_AUX_FLOAT_SIM_CARD_NUMBER;SIM card number of the float.
318;META_AUX;Firmware=xxxxxxxxxxxx;META_AUX_FIRMWARE_VERSION_SECONDARY;Firmware version of secondary controller board.
319;META_AUX;HW_CONF;META_AUX_UVP_HW_CONF_PARAMETERS;Camera_ref, Acquisition_mode, Default_acquisition_configuration, Delay_after_power_up_on_time_mode, Light_ref, Correction_table_activation, Time_between_lighting_trigger_and_acquisition, Pressure_sensor_ref, Pressure_offset, Storage_capacity, Minimum_remaining_memory_for_thumbnail_saving, Baud_Rate, Black_level, Shutter, Gain, Threshold, Aa, Exp, Pixel_Size, Image_volume, Calibration_date, Last_parameters_modification, Operator_email, Min_esd_class_01 - Min_esd_class_18
356;META_AUX;ACQ_CONF_0;META_AUX_UVP_ACQ_CONF_0_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
320;META_AUX;ACQ_CONF_1;META_AUX_UVP_ACQ_CONF_1_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
321;META_AUX;ACQ_CONF_2;META_AUX_UVP_ACQ_CONF_2_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
322;META_AUX;ACQ_CONF_3;META_AUX_UVP_ACQ_CONF_3_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
323;META_AUX;ACQ_CONF_4;META_AUX_UVP_ACQ_CONF_4_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
324;META_AUX;ACQ_CONF_5;META_AUX_UVP_ACQ_CONF_5_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
325;META_AUX;ACQ_CONF_6;META_AUX_UVP_ACQ_CONF_6_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
326;META_AUX;ACQ_CONF_7;META_AUX_UVP_ACQ_CONF_7_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
327;META_AUX;ACQ_CONF_8;META_AUX_UVP_ACQ_CONF_8_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
328;META_AUX;ACQ_CONF_9;META_AUX_UVP_ACQ_CONF_9_PARAMETERS;Configuration_name, PT_mode, Acquisition_frequency, Frames_per_bloc, Pressure_for_auto_start, Pressure_difference_for_auto_stop, Result_sending, Save_synthetic_data_for_delayed_request, Save_images, Vignetting_lower_limit_size, Appendices_ratio, Interval_for_measuring_background_noise, Image_nb_for_smoothing, Analog_output_activation, Gain_for_analog_out, Maximal_internal_temperature, Operator_email, Taxo_conf, Remaining_memory
357;META_AUX;TAXO_CONF_0;META_AUX_UVP_TAXO_CONF_0_PARAMETERS;Configuration_name, Model_reference, Max_size_for_classification, Model_nb_classes, Taxo_ID_for_class_00 - Taxo_ID_for_class_39
358;META_AUX;TAXO_CONF_1;META_AUX_UVP_TAXO_CONF_1_PARAMETERS;Configuration_name, Model_reference, Max_size_for_classification, Model_nb_classes, Taxo_ID_for_class_00 - Taxo_ID_for_class_39
334;META_AUX;"OPUS_BOARD Firmware=""1.3.21""";META_AUX_OPUS_FIRMWARE_VERSION;Firmware version of the OPUS sensor
335;META_AUX;"SENSOR_LAMP SN=""EPA_0516""";META_AUX_OPUS_SENSOR_LAMP_SERIAL_NO;Serial number of the OPUS sensor lamp module
336;META_AUX;"WATERBASE Length=""255""";META_AUX_OPUS_WATERBASE_LENGTH;Length of the OPUS Lamp spectrum
337;META_AUX;WATERBASE Intensities;META_AUX_OPUS_WATERBASE_INTENSITIES;Intensities of the OPUS Lamp spectrum
341;META_AUX;"ACQUISITION Average=""123""";META_AUX_MPE_ACQUISITION_AVERAGE;The number of internal optical sensor measurements that are averaged to generate a reported data point from the MPE optical sensor.
342;META_AUX;"ACQUISITION Rate=""125""";META_AUX_MPE_ACQUISITION_RATE;The rate in Hz at which the internal optical sensor is making measurements. The Rate parameter combined with the Average parameter sets the effective output rate of reported data points from the MPE sensor (If Average = 123, and Rate = 125, then MPE output rate is approximately 1Hz).
343;META_AUX;"PHOTODETECTOR ResponsivityW=""4070032.92441368""";META_AUX_MPE_PHOTODETECTOR_RESPONSIVITY_W;The responsivity in raw MPE output per calibrated units for the optical sensor in Water.  To calibrate data collected in water, divide the MPE optical sensor output by ResponsivityW.
344;META_AUX;"PHOTODETECTOR ResponsivityA=""43244.7994747""";META_AUX_MPE_PHOTODETECTOR_RESPONSIVITY_A;The responsivity in raw MPE output per calibrated units for the optical sensor in Air. To calibrate data collected in air, divide the MPE optical sensor output by ResponsivityA.
345;META_AUX;"MICRORADIOMETER GainHM=""216.309""";META_AUX_MPE_MICRORADIOMETER_GAIN_HM;The ratio of gains between the High and Medium stages of the MPE optical sensor electronics. For data traceability only. Not necessary for data processing. 
346;META_AUX;"MICRORADIOMETER GainML=""198.2457""";META_AUX_MPE_MICRORADIOMETER_GAIN_ML;The ratio of gains between the Medium and Low stages of the MPE optical sensor electronics. For data traceability only. Not necessary for data processing. 
347;META_AUX;"MICRORADIOMETER OffsetH=""8388446""";META_AUX_MPE_MICRORADIOMETER_OFFSET_H;The High gain stage offset internally applied in the MPE optical sensor electronics. For data traceability only. Not necessary for data processing.
348;META_AUX;"MICRORADIOMETER OffsetM=""8388609""";META_AUX_MPE_MICRORADIOMETER_OFFSET_M;The Medium gain stage offset internally applied in the MPE optical sensor electronics. For data traceability only. Not necessary for data processing.
349;META_AUX;"MICRORADIOMETER OffsetL=""8388610""";META_AUX_MPE_MICRORADIOMETER_OFFSET_L;The Low gain stage offset internally applied in the MPE optical sensor electronics. For data traceability only. Not necessary for data processing.
351;META_AUX;"SENSOR SN=""CO2T-0821-004""";META_AUX_HYDROC_SERIAL_NO;Serial number of the HYDROC sensor.
352;META_AUX;"HYDROC_BOARD Firmware=""20130911""";META_AUX_HYDROC_FIRMWARE_VERSION;Firmware version of the HYDROC sensor.
353;META_AUX;"HYDROC_BOARD Hardware=""2018042401""";META_AUX_HYDROC_HARDWARE_VERSION;Hardware version of the HYDROC sensor.
359;META_AUX;"BATTERY_PACK1_TYPE = ""Lithium"" ";META_AUX_BATTERY_PACK1_TYPE;Type of the battery pack #1.
360;META_AUX;"BATTERY_PACK1_VOLTAGE = ""10.8 V"" ";META_AUX_BATTERY_PACK1_VOLTAGE;Voltage of the battery pack #1.
361;META_AUX;"BATTERY_PACK1_CAPACITY = ""208 Ah"" ";META_AUX_BATTERY_PACK1_CAPACITY;Capacity of the battery pack #1.
362;META_AUX;"BATTERY_PACK2_TYPE = ""Lithium"" ";META_AUX_BATTERY_PACK2_TYPE;Type of the battery pack #2.
363;META_AUX;"BATTERY_PACK2_VOLTAGE = ""10.8 V"" ";META_AUX_BATTERY_PACK2_VOLTAGE;Voltage of the battery pack #2.
364;META_AUX;"BATTERY_PACK2_CAPACITY = ""208 Ah"" ";META_AUX_BATTERY_PACK2_CAPACITY;Capacity of the battery pack #2.
365;META_AUX;"CROVER_PATH_LENGTH = ""25.00""";META_AUX_CROVER_PATH_LENGTH;CROVER path length in cm.
366;META_AUX;"CROVER_CALIBRATION = ""12855""";META_AUX_CROVER_CALIBRATION_VALUE;CROVER CSC calibration value.
367;META_AUX;"RAMSES_BOARD_FIRMWARE = ""1.0.9""";META_AUX_RAMSES_ACC_FIRMWARE_VERSION;Firmware version of the RAMSES_ACC sensor.
368;META_AUX;"RAMSES_SPECTRUM_LENGTH = ""255""";META_AUX_RAMSES_ACC_SPECTRUM_LENGTH;RAMSES_ACC spectrum length.
369;META_AUX;"RAMSES_SPECTRUM_WAVELENGTHS = ""xxx""";META_AUX_RAMSES_ACC_SPECTRUM_WAVELENGTHS;RAMSES_ACC spectrum wavelengths.
370;META_AUX;"RAMSES2_BOARD_FIRMWARE = ""1.0.9""";META_AUX_RAMSES_ARC_FIRMWARE_VERSION;Firmware version of the RAMSES_ARC sensor.
371;META_AUX;"RAMSES2_SPECTRUM_LENGTH = ""255""";META_AUX_RAMSES_ARC_SPECTRUM_LENGTH;RAMSES_ARC spectrum length.
372;META_AUX;"RAMSES2_SPECTRUM_WAVELENGTHS = ""xxx""";META_AUX_RAMSES_ARC_SPECTRUM_WAVELENGTHS;RAMSES_ARC spectrum wavelengths.
373;META_AUX;"IMU_SENSOR_ORIENTATION = ""1""";META_AUX_IMU_ORIENTATION;IMU orientation.
374;META_AUX;"IMU_SENSOR_MODE = ""1""";META_AUX_IMU_MODE;IMU mode.
375;META_AUX;"IMU_TEMPERATURE_T0 = ""0""";META_AUX_IMU_TEMPERATURE_COR_OFFSET;IMU temperature correction offset.
376;META_AUX;"IMU_ACCELEROMETER_AXO = ""0""";META_AUX_IMU_ACCELEROMETER_X_COR_OFFSET;IMU accelerometer X correction offset.
377;META_AUX;"IMU_ACCELEROMETER_AYO = ""0""";META_AUX_IMU_ACCELEROMETER_Y_COR_OFFSET;IMU accelerometer Y correction offset.
378;META_AUX;"IMU_ACCELEROMETER_AZO = ""0""";META_AUX_IMU_ACCELEROMETER_Z_COR_OFFSET;IMU accelerometer Z correction offset.
380;META_AUX;"IMU_ACCELEROMETER_AXG = ""0""";META_AUX_IMU_ACCELEROMETER_X_COR_GAIN;IMU accelerometer X correction gain.
381;META_AUX;"IMU_ACCELEROMETER_AYG = ""0""";META_AUX_IMU_ACCELEROMETER_Y_COR_GAIN;IMU accelerometer Y correction gain.
382;META_AUX;"IMU_ACCELEROMETER_AZG = ""0""";META_AUX_IMU_ACCELEROMETER_Z_COR_GAIN;IMU accelerometer Z correction gain.
383;META_AUX;"IMU_GYROSCOPE_GXO = ""0""";META_AUX_IMU_GYROSCOPE_X_COR_OFFSET;IMU gyroscope X correction offset.
384;META_AUX;"IMU_GYROSCOPE_GYO = ""0""";META_AUX_IMU_GYROSCOPE_Y_COR_OFFSET;IMU gyroscope Y correction offset.
385;META_AUX;"IMU_GYROSCOPE_GZO = ""0""";META_AUX_IMU_GYROSCOPE_Z_COR_OFFSET;IMU gyroscope Z correction offset.
386;META_AUX;"IMU_MAGNETOMETER_MXO = ""0""";META_AUX_IMU_MAGNETOMETER_X_COR_OFFSET;IMU magnetometer X correction offset.
387;META_AUX;"IMU_MAGNETOMETER_MYO = ""0""";META_AUX_IMU_MAGNETOMETER_Y_COR_OFFSET;IMU magnetometer Y correction offset.
388;META_AUX;"IMU_MAGNETOMETER_MZO = ""0""";META_AUX_IMU_MAGNETOMETER_Z_COR_OFFSET;IMU magnetometer Z correction offset.
389;META_AUX;"IMU_COMPASS_HI1 = ""-2029""";META_AUX_IMU_COMPASS_HARD_IRON_COR_OFFSET1;IMU compass hard-iron correction offset.
390;META_AUX;"IMU_COMPASS_HI2 = ""-1075""";META_AUX_IMU_COMPASS_HARD_IRON_COR_OFFSET2;IMU compass hard-iron correction offset.
391;META_AUX;"IMU_COMPASS_SI11 = ""1.00000""";META_AUX_IMU_COMPASS_SOFT_IRON_COR_MATRIX11;IMU compass soft-iron correction matrix.
392;META_AUX;"IMU_COMPASS_SI12 = ""0.00084""";META_AUX_IMU_COMPASS_SOFT_IRON_COR_MATRIX12;IMU compass soft-iron correction matrix.
393;META_AUX;"IMU_COMPASS_SI21 = ""-0.00089""";META_AUX_IMU_COMPASS_SOFT_IRON_COR_MATRIX21;IMU compass soft-iron correction matrix.
394;META_AUX;"IMU_COMPASS_SI22 = ""1.05756""";META_AUX_IMU_COMPASS_SOFT_IRON_COR_MATRIX22;IMU compass soft-iron correction matrix.
395;META_AUX;"SBE41_BOARD_FIRMWARE = ""7.2.5""";META_AUX_SBE41_FIRMWARE_VERSION;Firmware version of the SBE41 sensor.
407;META_AUX;"SUNA_BOARD_FIRMWARE = ""2.2.13""";META_AUX_SUNA_FIRMWARE_VERSION;Firmware version of the SUNA sensor
408;META_AUX;"SUNA_SPECTROMETER_SPINTPER = ""200""";META_AUX_SUNA_SPECTROMETER_INTEGRATION_TIME;SUNA spectrometer integration time.
116003;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaApfFrameOutputPixelBegin_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
116004;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_SunaApfFrameOutputPixelEnd_NUMBER;The Apf frame definition allows for a variable number of spectrometer pixels (also called channels) to be included in the frame. The two pixel values are configured indirectly via the wavelength range of the spectrum to be output (Suna Hardware Manual, section 4.2.3, input/output configuration parameters, data wavelength low/high.) The firmware converts the wavelength values to spectrometer pixels.
113002;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaAngle_angularDeg;Angle of Beta measurements  (in degrees) 
133011;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaBandwidth1_nm;Bandwidth of EcoBeta  #1measurements (in nanometer).
133010;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoBetaWavelength1_nm;Wavelength of Eco Beta  #1 measurements (in nanometer).
123103;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceEmissionBandwidth_nm;Bandwidth of Eco for emission of Cdom fluorescence measurements (in nanometer)
123101;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceEmissionWavelength_nm;Wavelength of Eco for emission of Cdom fluorescence measurements (in nanometer)
123102;CONFIG;Payload sensor miscellaneous static configuration parameter;CONFIG_EcoCdomFluorescenceExcitationBandwidth_nm;Bandwidth of Eco for excitation of Cdom fluorescence measurements (in nanometer)
